"序號","分類","學測範圍標記","字母","級別","單字或片語","詞性","中文釋義","中文釋義原文","考題出現次數","來源"
"123","高中英文參考詞彙表","學測核心參考","A","第三級","adviser","名詞","顧問;指導教授","[名詞] 顧問;指導教授","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"124","高中英文參考詞彙表","學測核心參考","A","第三級","advisor","名詞","同 adviser","[名詞] 同 adviser","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"125","高中英文參考詞彙表","進階/分科參考","A","第六級","advisory","形容詞","顧問的;諮詢的;給予意見的","[形容詞] 顧問的;諮詢的;給予意見的","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"126","高中英文參考詞彙表","進階/分科參考","A","第五級","advocate","動詞 / 名詞","擁護;提倡; 提倡者;擁護者","[動詞] 擁護;提倡; [名詞] 提倡者;擁護者","1","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"127","高中英文參考詞彙表","進階/分科參考","A","第六級","aesthetic","形容詞","美感的；美學的","[形容詞] 美感的；美學的","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"128","高中英文參考詞彙表","學測核心參考","A","第二級","affair","名詞","事件;風流韻事;喜慶活動","[名詞] 事件;風流韻事;喜慶活動","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"129","高中英文參考詞彙表","學測核心參考","A","第二級","affect","動詞","影響；感染；打動","[動詞] 影響；感染；打動","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"130","高中英文參考詞彙表","進階/分科參考","A","第五級","affection","名詞","愛慕;鍾愛","[名詞] 愛慕;鍾愛","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"131","高中英文參考詞彙表","進階/分科參考","A","第六級","affectionate","形容詞","充滿深情的;溫柔親切的","[形容詞] 充滿深情的;溫柔親切的","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"132","高中英文參考詞彙表","進階/分科參考","A","第六級","affiliate","名詞","成員;成員組織;分會","[名詞] 成員;成員組織;分會","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"133","高中英文參考詞彙表","進階/分科參考","A","第六級","affirm","動詞","斷言;申明;堅稱","[動詞] 斷言;申明;堅稱","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"134","高中英文參考詞彙表","學測核心參考","A","第三級","afford","動詞","買得起,付得起","[動詞] 買得起,付得起","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"135","高中英文參考詞彙表","學測核心參考","A","第一級","afraid","形容詞","害怕","[形容詞] 害怕","29","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"136","高中英文參考詞彙表","","A","附　錄","Africa","名詞","非洲","[名詞] 非洲","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"137","高中英文參考詞彙表","學測核心參考","A","第一級","after","副詞 / 介系詞 / 連接詞","以後,之後;在後面,隨後; 在…之後; 在...之後","[副詞] 以後,之後;在後面,隨後; [介系詞] 在…之後; [連接詞] 在...之後","120","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"138","高中英文參考詞彙表","學測核心參考","A","第一級","afternoon","名詞","下午;午後","[名詞] 下午;午後","30","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"139","高中英文參考詞彙表","學測核心參考","A","第三級","afterward","副詞","之後,以後,後來 （UK: afterwards)","[副詞] 之後,以後,後來 （UK: afterwards)","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"140","高中英文參考詞彙表","學測核心參考","A","第三級","afterwards","副詞","之後,後來,過後 (US: afterward)","[副詞] 之後,後來,過後 (US: afterward)","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"141","高中英文參考詞彙表","學測核心參考","A","第一級","again","副詞","再一次","[副詞] 再一次","44","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"142","高中英文參考詞彙表","學測核心參考","A","第二級","against","介系詞","反對","[介系詞] 反對","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"143","高中英文參考詞彙表","學測核心參考","A","第一級","age","動詞 / 名詞","使變老;使(酒之)味道變醇;使成熟; 年齡","[動詞] 使變老;使(酒之)味道變醇;使成熟; [名詞] 年齡","15","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"144","高中英文參考詞彙表","學測核心參考","A","第四級","agency","名詞","仲介;代理","[名詞] 仲介;代理","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"145","高中英文參考詞彙表","進階/分科參考","A","第五級","agenda","名詞","議程","[名詞] 議程","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"146","高中英文參考詞彙表","學測核心參考","A","第四級","agent","名詞","代理人;代理商","[名詞] 代理人;代理商","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"147","高中英文參考詞彙表","進階/分科參考","A","第五級","aggression","名詞","侵略;侵犯行為","[名詞] 侵略;侵犯行為","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"148","高中英文參考詞彙表","學測核心參考","A","第四級","aggressive","形容詞","好鬥的,挑釁的;有進取精神的","[形容詞] 好鬥的,挑釁的;有進取精神的","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"149","高中英文參考詞彙表","學測核心參考","A","第一級","ago","副詞","以前","[副詞] 以前","41","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"150","高中英文參考詞彙表","進階/分科參考","A","第五級","agony","名詞","極度痛苦","[名詞] 極度痛苦","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"151","高中英文參考詞彙表","學測核心參考","A","第一級","agree","動詞","同意","[動詞] 同意","8","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"152","高中英文參考詞彙表","學測核心參考","A","第四級","agreeable","形容詞","欣然贊同的","[形容詞] 欣然贊同的","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"153","高中英文參考詞彙表","學測核心參考","A","第一級","agreement","名詞","同意","[名詞] 同意","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"154","高中英文參考詞彙表","進階/分科參考","A","第五級","agricultural","形容詞","農業的","[形容詞] 農業的","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"155","高中英文參考詞彙表","學測核心參考","A","第三級","agriculture","名詞","農業","[名詞] 農業","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"156","高中英文參考詞彙表","學測核心參考","A","第二級","ahead","副詞","在前;向前;預先;事前","[副詞] 在前;向前;預先;事前","3","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"157","高中英文參考詞彙表","學測核心參考","A","第二級","aid","動詞 / 名詞","有助於; 幫助;助手;助聽器","[動詞] 有助於; [名詞] 幫助;助手;助聽器","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"158","高中英文參考詞彙表","學測核心參考","A","第二級","aim","動詞 / 名詞","瞄準,對準; 目標,目的","[動詞] 瞄準,對準; [名詞] 目標,目的","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"159","高中英文參考詞彙表","學測核心參考","A","第一級","air","名詞","空氣","[名詞] 空氣","12","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"160","高中英文參考詞彙表","學測核心參考","A","第二級","aircraft","名詞","航空器;飛機","[名詞] 航空器;飛機","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"161","高中英文參考詞彙表","學測核心參考","A","第三級","airline","名詞","航空公司","[名詞] 航空公司","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"162","高中英文參考詞彙表","學測核心參考","A","第一級","airplane","名詞","飛機","[名詞] 飛機","4","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"163","高中英文參考詞彙表","學測核心參考","A","第一級","airport","名詞","飛機場","[名詞] 飛機場","8","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"164","高中英文參考詞彙表","進階/分科參考","A","第六級","airtight","形容詞","密閉的;無懈可擊的","[形容詞] 密閉的;無懈可擊的","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"165","高中英文參考詞彙表","進階/分科參考","A","第六級","airway","名詞","風道;氣道;航空公司","[名詞] 風道;氣道;航空公司","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"166","高中英文參考詞彙表","進階/分科參考","A","第五級","aisle","名詞","通道;走道","[名詞] 通道;走道","1","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"167","高中英文參考詞彙表","學測核心參考","A","第二級","alarm","動詞 / 名詞","向...報警;使驚慌不安; 警鈴;警報;驚慌","[動詞] 向...報警;使驚慌不安; [名詞] 警鈴;警報;驚慌","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"168","高中英文參考詞彙表","學測核心參考","A","第二級","album","名詞","相簿;集郵簿;唱片集","[名詞] 相簿;集郵簿;唱片集","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"169","高中英文參考詞彙表","學測核心參考","A","第四級","alcohol","名詞","酒精;酒","[名詞] 酒精;酒","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"170","高中英文參考詞彙表","進階/分科參考","A","第五級","alcoholic","形容詞 / 名詞","含酒精的;酗酒的; 酒鬼","[形容詞] 含酒精的;酗酒的; [名詞] 酒鬼","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"171","高中英文參考詞彙表","學測核心參考","A","第四級","alert","形容詞 / 動詞 / 名詞","警惕的;機敏的; 向...報警;使警覺; 警戒,警報;警戒狀態","[形容詞] 警惕的;機敏的; [動詞] 向...報警;使警覺; [名詞] 警戒,警報;警戒狀態","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"172","高中英文參考詞彙表","進階/分科參考","A","第六級","algebra","名詞","代數","[名詞] 代數","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"173","高中英文參考詞彙表","進階/分科參考","A","第五級","alien","形容詞 / 名詞","外國的;外國人的; 外國人;外星人","[形容詞] 外國的;外國人的; [名詞] 外國人;外星人","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"174","高中英文參考詞彙表","進階/分科參考","A","第六級","alienate","動詞","使疏遠;離間","[動詞] 使疏遠;離間","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"175","高中英文參考詞彙表","進階/分科參考","A","第六級","align","動詞","對準；使成一條直線","[動詞] 對準；使成一條直線","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"176","高中英文參考詞彙表","學測核心參考","A","第二級","alike","形容詞 / 副詞","相似的; 一樣地,相似地","[形容詞] 相似的; [副詞] 一樣地,相似地","1","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"177","高中英文參考詞彙表","學測核心參考","A","第二級","alive","形容詞","活著的;活躍的","[形容詞] 活著的;活躍的","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"178","高中英文參考詞彙表","學測核心參考","A","第一級","all","形容詞 / 副詞 / 名詞 / 代名詞","所有的;全部; 完全地;(比分等)雙方相等; 全體,一切;全部財產; 一切","[形容詞] 所有的;全部; [副詞] 完全地;(比分等)雙方相等; [名詞] 全體,一切;全部財產; [代名詞] 一切","157","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
"179","高中英文參考詞彙表","進階/分科參考","A","第六級","allege","動詞","指控;斷言;宣稱","[動詞] 指控;斷言;宣稱","","https://www.taiwantestcentral.com/wordlist/WordListByName.aspx?Letter=A&MainCategoryID=25"
